sentence_id;words;labels
422;Position;I-ISSUE
422;Mismatch;I-ISSUE
422;.;O
423;Data;B-COMPONENT
423;Recorder;I-COMPONENT
423;File;B-PARAMETER
423;Index;I-PARAMETER
423;is;O
423;45;O
423;.;O
424;GPS;B-ISSUE
424;Position;I-ISSUE
424;Mismatch;I-ISSUE
424;.;O
425;Landing;B-ACTION
425;.;O
426;Landing;B-COMPONENT
426;Gear;I-COMPONENT
426;Raising;O
426;.;O
427;GPS;B-ISSUE
427;Position;I-ISSUE
427;Mismatch;I-ISSUE
427;.;O
428;GPS;B-ISSUE
428;Position;I-ISSUE
428;Mismatch;I-ISSUE
428;.;O
429;Taking;B-ACTION
429;Off;I-ACTION
429;.;O
430;GPS;B-ISSUE
430;Position;I-ISSUE
430;Mismatch;I-ISSUE
430;.;O
431;RTH;B-ACTION
431;:;O
431;Heading;B-STATE
431;alignment;I-STATE
431;.;O
432;GPS;B-ISSUE
432;Position;I-ISSUE
432;Mismatch;I-ISSUE
432;.;O
433;GPS;B-ISSUE
433;Position;I-ISSUE
433;Mismatch;I-ISSUE
433;.;O
434;Landing;B-ACTION
434;Canceled;O
434;.;O
435;Obstacle;O
435;Avoided;O
435;.;O
435;Revise;O
435;Flight;B-PARAMETER
435;Route;I-PARAMETER
436;Strong;B-ISSUE
436;wireless;I-ISSUE
436;interference;I-ISSUE
436;.;O
436;Please;O
436;fly;O
436;with;O
436;caution;O
436;.;O
437;Home;B-PARAMETER
437;Point;I-PARAMETER
437;Recorded;O
437;.;O
438;Obstacle;B-FUNCTION
438;Sensing;I-FUNCTION
438;will;O
438;be;O
438;disabled;O
438;when;O
438;aircraft;B-COMPONENT
438;is;O
438;landing;O
438;.;O
438;Fly;O
438;with;O
438;caution;O
438;.;O
439;GPS;B-ISSUE
439;Position;I-ISSUE
439;Mismatch;I-ISSUE
439;.;O
440;Intelligent;B-FUNCTION
440;Flight;I-FUNCTION
440;Modes;I-FUNCTION
440;have;O
440;not;O
440;been;O
440;enabled;O
440;.;O
440;Enable;O
440;this;O
440;option;O
440;in;O
440;Main;B-FUNCTION
440;Controller;I-FUNCTION
440;Settings;I-FUNCTION
440;if;O
440;needed;O
440;.;O
441;Drag;O
441;a;O
441;box;O
441;around;O
441;or;O
441;tap;O
441;a;O
441;target;O
441;on;O
441;screen;O
441;.;O
441;Then;O
441;tap;O
441;Go;O
441;.;O
442;Rectifying;B-ACTION
442;aircraft;B-PARAMETER
442;position;I-PARAMETER
443;Attitude;B-PARAMETER
443;is;O
443;too;O
443;large;O
443;.;O
444;Satellite;B-FUNCTION
444;positioning;I-FUNCTION
444;off;O
444;.;O
444;Fly;O
444;with;O
444;Caution;O
444;.;O
445;GPS;B-ISSUE
445;Position;I-ISSUE
445;Mismatch;I-ISSUE
445;.;O
446;Fly;O
446;with;O
446;caution;O
446;and;O
446;ensure;O
446;the;O
446;aircraft;B-COMPONENT
446;remains;O
446;within;O
446;your;O
446;line;O
446;of;O
446;sight;O
446;.;O
447;Weak;B-ISSUE
447;GPS;I-ISSUE
447;signal;I-ISSUE
447;.;O
447;Aircraft;B-COMPONENT
447;is;O
447;in;O
447;Attitude;B-STATE
447;mode;I-STATE
447;and;O
447;hovering;O
447;may;O
447;be;O
447;unstable;O
447;.;O
447;Fly;O
447;with;O
447;caution;O
447;.;O
448;Precision;B-FUNCTION
448;Landing;I-FUNCTION
448;.;O
448;Rectifying;B-ACTION
448;aircraft;B-COMPONENT
448;position;O
448;.;O
449;Landing;B-ACTION
449;.;O
450;GPS;B-ISSUE
450;Position;I-ISSUE
450;Mismatch;I-ISSUE
450;.;O
451;Aircraft;B-COMPONENT
451;is;O
451;returning;O
451;to;O
451;the;O
451;Home;B-PARAMETER
451;Point;I-PARAMETER
451;.;O
451;Minimum;B-PARAMETER
451;RTH;I-PARAMETER
451;Altitude;I-PARAMETER
451;is;O
451;30;O
451;m.;O
451;You;O
451;can;O
451;reset;O
451;the;O
451;RTH;B-PARAMETER
451;Altitude;I-PARAMETER
451;in;O
451;Remote;B-FUNCTION
451;Controller;I-FUNCTION
451;Settings;I-FUNCTION
451;after;O
451;cancelling;O
451;RTH;B-ACTION
451;if;O
451;necessary;O
451;.;O
452;GPS;B-ISSUE
452;Position;I-ISSUE
452;Mismatch;I-ISSUE
452;.;O
453;Obstacle;B-FUNCTION
453;Avoidance;I-FUNCTION
453;will;O
453;be;O
453;disabled;O
453;in;O
453;landing;O
453;.;O
454;Satellite;B-FUNCTION
454;positioning;I-FUNCTION
454;off;O
454;.;O
454;Fly;O
454;with;O
454;Caution;O
454;.;O
455;Taking;B-ACTION
455;Off;I-ACTION
455;.;O
456;GPS;B-ISSUE
456;Position;I-ISSUE
456;Mismatch;I-ISSUE
456;.;O
457;GPS;B-ISSUE
457;Position;I-ISSUE
457;Mismatch;I-ISSUE
457;.;O
458;Precision;B-FUNCTION
458;Landing;I-FUNCTION
458;.;O
458;Rectifying;B-ACTION
458;aircraft;B-COMPONENT
458;position;O
458;.;O
459;Home;B-PARAMETER
459;Point;I-PARAMETER
459;recorded;O
459;.;O
459;Return-to-Home;B-PARAMETER
459;Altitude;I-PARAMETER
459;:;O
459;98FT;O
459;.;O
460;GPS;B-ISSUE
460;Position;I-ISSUE
460;Mismatch;I-ISSUE
460;.;O
461;Yaw;B-ISSUE
461;Error;I-ISSUE
461;.;O
462;Landing;B-COMPONENT
462;Gear;I-COMPONENT
462;Lowering;O
462;.;O
463;GPS;B-ISSUE
463;Position;I-ISSUE
463;Mismatch;I-ISSUE
463;.;O
464;Camera;B-STATE
464;Settings;I-STATE
464;Adjusted;O
464;to;O
464;ActiveTrack;B-STATE
465;GPS;B-ISSUE
465;Position;I-ISSUE
465;Mismatch;I-ISSUE
465;.;O
466;Right;B-FUNCTION
466;Dial;I-FUNCTION
466;Locked;O
466;.;O
466;Lightly;O
466;press;O
466;to;O
466;adjust;O
466;.;O
467;Set;O
467;Flight;B-PARAMETER
467;Mode;I-PARAMETER
467;to;O
467;GPS;B-STATE
467;to;O
467;fly;O
467;safe;O
468;GPS;B-ISSUE
468;Position;I-ISSUE
468;Mismatch;I-ISSUE
468;.;O
469;GPS;B-ISSUE
469;Position;I-ISSUE
469;Mismatch;I-ISSUE
469;.;O
470;Aircraft;B-COMPONENT
470;is;O
470;in;O
470;Attitude;B-STATE
470;mode;I-STATE
470;so;O
470;that;O
470;it;O
470;will;O
470;not;O
470;hover;O
470;.;O
470;Please;O
470;fly;O
470;with;O
470;caution;O
470;.;O
471;GPS;B-ISSUE
471;Position;I-ISSUE
471;Mismatch;I-ISSUE
471;.;O
472;Camera;B-STATE
472;Settings;I-STATE
472;Adjusted;O
472;to;O
472;ActiveTrack;B-STATE
473;GPS;B-ISSUE
473;Position;I-ISSUE
473;Mismatch;I-ISSUE
473;.;O
474;Home;I-PARAMETER
474;Point;B-PARAMETER
474;Updated;O
474;.;O
475;Large;B-ISSUE
475;Wind;I-ISSUE
475;Velocity;I-ISSUE
475;.;O
476;Camera;B-STATE
476;Settings;I-STATE
476;Adjusted;O
476;to;O
476;ActiveTrack;B-STATE
477;Downlink;B-ISSUE
477;Lost;I-ISSUE
477;.;O
478;GPS;B-ISSUE
478;Position;I-ISSUE
478;Mismatch;I-ISSUE
478;.;O
479;Home;B-PARAMETER
479;Point;I-PARAMETER
479;Recorded;O
479;Return-to-Home;B-PARAMETER
479;Altitude;I-PARAMETER
479;:;O
479;98FT;O
480;GPS;B-ISSUE
480;Position;I-ISSUE
480;Mismatch;I-ISSUE
480;.;O
481;Precision;B-FUNCTION
481;Landing;I-FUNCTION
482;Rectifying;B-ACTION
482;aircraft;B-PARAMETER
482;position;I-PARAMETER
483;Downlink;B-FUNCTION
483;Restored;O
483;(;O
483;after;O
483;0;O
483;m;O
483;1.6s;O
483;);O
483;.;O
484;RTH;B-PARAMETER
484;Altitude;I-PARAMETER
484;:;O
484;65FT;O
484;.;O
485;GPS;B-ISSUE
485;Position;I-ISSUE
485;Mismatch;I-ISSUE
485;.;O
486;GPS;B-ISSUE
486;Position;I-ISSUE
486;Mismatch;I-ISSUE
486;.;O
487;GPS;B-ISSUE
487;Position;I-ISSUE
487;Mismatch;I-ISSUE
487;.;O
488;Obstacle;B-FUNCTION
488;Sensing;I-FUNCTION
488;will;O
488;be;O
488;disabled;O
488;when;O
488;aircraft;B-COMPONENT
488;is;O
488;landing;O
488;.;O
488;Fly;O
488;with;O
488;caution;O
488;.;O
489;GPS;B-ISSUE
489;Position;I-ISSUE
489;Mismatch;I-ISSUE
489;.;O
490;GPS;B-ISSUE
490;Position;I-ISSUE
490;Mismatch;I-ISSUE
490;.;O
491;GPS;B-ISSUE
491;Position;I-ISSUE
491;Mismatch;I-ISSUE
491;.;O
492;High;B-ISSUE
492;wind;I-ISSUE
492;velocity;I-ISSUE
492;.;O
492;Fly;O
492;with;O
492;caution;O
492;and;O
492;land;O
492;in;O
492;a;O
492;safe;O
492;place;O
492;ASAP;O
492;.;O
493;GPS;B-ISSUE
493;Position;I-ISSUE
493;Mismatch;I-ISSUE
493;.;O
494;Strong;B-ISSUE
494;Interference;I-ISSUE
494;.;O
494;Fly;O
494;with;O
494;caution;O
494;.;O
495;Precision;B-FUNCTION
495;Landing;I-FUNCTION
495;.;O
495;Correcting;B-ACTION
495;Landing;B-PARAMETER
495;Position;I-PARAMETER
495;.;O
496;Fly;O
496;with;O
496;caution;O
496;and;O
496;ensure;O
496;the;O
496;aircraft;B-COMPONENT
496;remains;O
496;within;O
496;your;O
496;line;O
496;of;O
496;sight;O
496;.;O
497;Aircraft;B-COMPONENT
497;is;O
497;in;O
497;Attitude;B-STATE
497;mode;I-STATE
497;so;O
497;that;O
497;it;O
497;will;O
497;not;O
497;hover;O
497;.;O
497;Please;O
497;fly;O
497;with;O
497;caution;O
497;.;O
498;Fly;O
498;with;O
498;caution;O
498;and;O
498;ensure;O
498;the;O
498;aircraft;B-COMPONENT
498;remains;O
498;within;O
498;your;O
498;line;O
498;of;O
498;sight;O
498;.;O
499;Exited;B-ACTION
499;Visual;B-FUNCTION
499;Avoidance;I-FUNCTION
499;System;I-FUNCTION
499;.;O
500;Strong;O
500;Remote;B-COMPONENT
500;Controller;I-COMPONENT
500;Interference;B-ISSUE
500;.;O
501;Obstacle;B-FUNCTION
501;Avoidance;I-FUNCTION
501;will;O
501;be;O
501;disabled;O
501;in;O
501;landing;O
501;.;O
502;High;B-ISSUE
502;wind;I-ISSUE
502;velocity;I-ISSUE
502;.;O
502;Fly;O
502;with;O
502;caution;O
502;and;O
502;land;O
502;in;O
502;a;O
502;safe;O
502;place;O
502;ASAP;O
502;.;O
503;Downlink;B-FUNCTION
503;Restored;O
503;(;O
503;after;O
503;0;O
503;m;O
503;1.2s;O
503;);O
503;.;O
504;Flight;B-PARAMETER
504;Mode;I-PARAMETER
504;Set;O
504;to;O
504;Attitude;B-STATE
505;Home;B-PARAMETER
505;Point;I-PARAMETER
505;Recorded;O
505;.;O
505;RTH;B-PARAMETER
505;Altitude;I-PARAMETER
505;:;O
505;30m;O
505;.;O
506;RTH;B-ACTION
506;:;O
506;Heading;B-STATE
506;alignment;I-STATE
506;.;O
507;Home;I-PARAMETER
507;Point;B-PARAMETER
507;Updated;O
507;.;O
508;Strong;B-ISSUE
508;Interference;I-ISSUE
508;to;O
508;Aircraft;B-COMPONENT
508;.;O
508;Signal;B-ISSUE
508;interruption;I-ISSUE
508;may;O
508;be;O
508;more;O
508;likely;O
508;.;O
508;Fly;O
508;with;O
508;caution;O
508;.;O
509;Downlink;B-ISSUE
509;Lost;I-ISSUE
509;.;O
510;Taking;B-ACTION
510;Off;I-ACTION
510;.;O
511;Home;B-PARAMETER
511;Point;I-PARAMETER
511;Recorded;O
511;Return-to-Home;B-PARAMETER
511;Altitude;I-PARAMETER
511;:;O
511;98FT;O
511;.;O
512;GPS;B-ISSUE
512;Position;I-ISSUE
512;Mismatch;I-ISSUE
512;.;O
513;Large;B-ISSUE
513;Wind;I-ISSUE
513;Velocity;I-ISSUE
513;.;O
513;Fly;O
513;with;O
513;caution;O
513;.;O
514;Strong;B-ISSUE
514;Interference;I-ISSUE
514;.;O
514;Fly;O
514;with;O
514;caution;O
514;.;O
515;GPS;B-ISSUE
515;Position;I-ISSUE
515;Mismatch;I-ISSUE
515;.;O
516;Rectifying;B-ACTION
516;aircraft;B-PARAMETER
516;position;I-PARAMETER
517;Landing;B-COMPONENT
517;gear;I-COMPONENT
517;lowered;O
517;.;O
517;Obstacle;B-FUNCTION
517;Avoidance;I-FUNCTION
517;has;O
517;been;O
517;disabled;O
517;.;O
518;RTH;B-ACTION
518;:;O
518;Ascending;B-STATE
518;to;O
518;RTH;B-PARAMETER
518;altitude;I-PARAMETER
518;.;O
519;Landing;B-COMPONENT
519;gear;I-COMPONENT
519;lowered;O
519;.;O
519;Obstacle;B-FUNCTION
519;Avoidance;I-FUNCTION
519;Disabled;O
519;.;O
520;GPS;B-ISSUE
520;Position;I-ISSUE
520;Mismatch;I-ISSUE
520;.;O
521;GPS;B-ISSUE
521;Position;I-ISSUE
521;Mismatch;I-ISSUE
521;.;O
522;RTH;B-ACTION
522;:;O
522;Ascending;B-STATE
522;to;O
522;RTH;B-PARAMETER
522;altitude;I-PARAMETER
522;.;O
523;Data;B-COMPONENT
523;Recorder;I-COMPONENT
523;File;B-PARAMETER
523;Index;I-PARAMETER
523;is;O
523;19;O
523;.;O
524;Braking;B-ACTION
524;now;O
524;!;O
524;Return;O
524;sticks;B-COMPONENT
524;to;O
524;midpoints;O
524;first;O
524;.;O
525;Strong;B-ISSUE
525;wireless;I-ISSUE
525;interference;I-ISSUE
525;.;O
525;Please;O
525;fly;O
525;with;O
525;caution;O
525;.;O
526;GPS;B-ISSUE
526;Position;I-ISSUE
526;Mismatch;I-ISSUE
526;.;O
527;RTH;B-PARAMETER
527;Altitude;I-PARAMETER
527;:;O
527;65FT;O
527;.;O
528;GPS;B-ISSUE
528;Position;I-ISSUE
528;Mismatch;I-ISSUE
528;.;O
529;GPS;B-ISSUE
529;Position;I-ISSUE
529;Mismatch;I-ISSUE
529;.;O
530;GPS;B-ISSUE
530;Position;I-ISSUE
530;Mismatch;I-ISSUE
530;.;O
531;High;B-ISSUE
531;wind;I-ISSUE
531;velocity;I-ISSUE
531;.;O
531;Ensure;O
531;the;O
531;aircraft;B-COMPONENT
531;remains;O
531;within;O
531;your;O
531;line;O
531;of;O
531;sight;O
531;and;O
531;fly;O
531;with;O
531;caution;O
531;.;O
532;Yaw;B-ISSUE
532;Error;I-ISSUE
532;.;O
533;Tap;O
533;the;O
533;screen;B-COMPONENT
533;lightly;O
533;to;O
533;focus;O
533;.;O
534;Weak;B-ISSUE
534;signal;I-ISSUE
534;.;O
534;Avoid;O
534;blocking;O
534;the;O
534;antennas;B-COMPONENT
534;and;O
534;keep;O
534;the;O
534;antennas;B-COMPONENT
534;parallel;O
534;to;O
534;and;O
534;facing;O
534;toward;O
534;the;O
534;aircraft;B-COMPONENT
534;during;O
534;flight;O
534;.;O
535;Home;I-PARAMETER
535;Point;B-PARAMETER
535;Updated;O
535;.;O
536;Landing;B-COMPONENT
536;Gear;I-COMPONENT
536;Lowering;O
536;.;O
537;Locating;B-ACTION
537;Landing;B-PARAMETER
537;Point;I-PARAMETER
538;Home;I-PARAMETER
538;Point;B-PARAMETER
538;Updated;O
538;.;O
539;GPS;B-ISSUE
539;Position;I-ISSUE
539;Mismatch;I-ISSUE
539;.;O
540;Sensing;B-FUNCTION
540;system;I-FUNCTION
540;is;O
540;blocked;O
540;or;O
540;too;O
540;close;O
540;to;O
540;the;O
540;obstacle;O
540;.;O
541;GPS;B-ISSUE
541;Position;I-ISSUE
541;Mismatch;I-ISSUE
541;.;O
542;Maximum;B-PARAMETER
542;Flight;I-PARAMETER
542;Altitude;I-PARAMETER
542;Reached;O
542;.;O
542;Adjust;O
542;altitude;B-PARAMETER
542;in;O
542;MC;B-FUNCTION
542;Settings;I-FUNCTION
542;if;O
542;required;O
542;.;O
543;Return-to-Home;B-PARAMETER
543;Altitude;I-PARAMETER
543;:;O
543;65FT;O
544;GPS;B-ISSUE
544;Position;I-ISSUE
544;Mismatch;I-ISSUE
544;.;O
545;Obstacle;B-FUNCTION
545;Sensing;I-FUNCTION
545;will;O
545;be;O
545;disabled;O
545;when;O
545;aircraft;B-COMPONENT
545;is;O
545;landing;O
545;.;O
545;Fly;O
545;with;O
545;caution;O
545;.;O
546;GPS;B-ISSUE
546;Position;I-ISSUE
546;Mismatch;I-ISSUE
546;.;O
547;GPS;B-ISSUE
547;Position;I-ISSUE
547;Mismatch;I-ISSUE
547;.;O
548;Landing;B-COMPONENT
548;Gear;I-COMPONENT
548;Raising;O
548;.;O
549;GPS;B-ISSUE
549;Position;I-ISSUE
549;Mismatch;I-ISSUE
549;.;O
550;Subject;B-ISSUE
550;lost;I-ISSUE
550;.;O
550;Searching;B-ACTION
550;...;O
551;Strong;B-ISSUE
551;wireless;I-ISSUE
551;interference;I-ISSUE
551;.;O
551;Please;O
551;fly;O
551;with;O
551;caution;O
551;.;O
552;GPS;B-ISSUE
552;Position;I-ISSUE
552;Mismatch;I-ISSUE
552;.;O
553;GPS;B-ISSUE
553;Position;I-ISSUE
553;Mismatch;I-ISSUE
553;.;O
554;GPS;B-ISSUE
554;Position;I-ISSUE
554;Mismatch;I-ISSUE
554;.;O
555;Maximum;B-PARAMETER
555;Flight;I-PARAMETER
555;Distance;I-PARAMETER
555;Reached;O
555;.;O
555;Adjust;O
555;distance;O
555;in;O
555;MC;B-FUNCTION
555;Settings;I-FUNCTION
555;if;O
555;required;O
555;.;O
556;High;B-ISSUE
556;wind;I-ISSUE
556;velocity;I-ISSUE
556;.;O
556;Ensure;O
556;the;O
556;aircraft;B-COMPONENT
556;remains;O
556;within;O
556;your;O
556;line;O
556;of;O
556;sight;O
556;and;O
556;fly;O
556;with;O
556;caution;O
556;.;O
557;Switched;O
557;to;O
557;T;B-STATE
557;(Tripod)-mode;I-STATE
557;.;O
558;Obstacle;B-FUNCTION
558;Avoidance;I-FUNCTION
558;will;O
558;be;O
558;disabled;O
558;in;O
558;landing;O
558;.;O
559;Strong;B-ISSUE
559;Interference;I-ISSUE
559;Detected;O
559;.;O
559;Be;O
559;careful;O
559;when;O
559;flying;O
559;long;O
559;distances;O
559;.;O
560;GPS;B-ISSUE
560;Position;I-ISSUE
560;Mismatch;I-ISSUE
560;.;O
561;Home;B-PARAMETER
561;Point;I-PARAMETER
561;Recorded;O
561;.;O
562;In;O
562;Flight;O
562;.;O
563;Home;B-PARAMETER
563;Point;I-PARAMETER
563;Recorded;O
563;.;O
563;RTH;B-PARAMETER
563;Altitude;I-PARAMETER
563;:;O
563;30m;O
563;.;O
564;Your;O
564;palm;O
564;is;O
564;too;O
564;far;O
564;away;O
564;from;O
564;the;O
564;aircraft;B-COMPONENT
564;.;O
564;Please;O
564;step;O
564;closer;O
564;.;O
565;Obstacle;B-FUNCTION
565;Sensing;I-FUNCTION
565;will;O
565;be;O
565;disabled;O
565;when;O
565;aircraft;B-COMPONENT
565;is;O
565;landing;O
565;.;O
565;Fly;O
565;with;O
565;caution;O
565;.;O
566;RTH;B-PARAMETER
566;Altitude;I-PARAMETER
566;:;O
566;65FT;O
566;.;O
567;In;O
567;Flight;O
567;.;O
568;GPS;B-ISSUE
568;Position;I-ISSUE
568;Mismatch;I-ISSUE
568;.;O
569;Aircraft;B-COMPONENT
569;is;O
569;close;O
569;to;O
569;the;O
569;Home;B-PARAMETER
569;Point;I-PARAMETER
569;.;O
569;Initiating;O
569;Return;B-ACTION
569;to;I-ACTION
569;Home;I-ACTION
569;will;O
569;now;O
569;trigger;O
569;Auto;B-STATE
569;Landing;I-STATE
569;.;O
570;GPS;B-ISSUE
570;Position;I-ISSUE
570;Mismatch;I-ISSUE
570;.;O
571;SD;B-COMPONENT
571;card;I-COMPONENT
571;write;B-PARAMETER
571;speed;I-PARAMETER
571;is;O
571;too;B-ISSUE
571;slow;I-ISSUE
571;.;O
571;Not;O
571;suitable;O
571;for;O
571;shooting;O
571;a;O
571;4;O
571;K;O
571;video;O
571;.;O
572;Large;B-ISSUE
572;Wind;I-ISSUE
572;Velocity;I-ISSUE
572;.;O
573;GPS;B-ISSUE
573;Position;I-ISSUE
573;Mismatch;I-ISSUE
573;.;O
574;Precision;B-FUNCTION
574;Landing;I-FUNCTION
574;.;O
574;Rectifying;B-ACTION
574;aircraft;B-COMPONENT
574;position;O
574;.;O
575;Home;B-PARAMETER
575;Point;I-PARAMETER
575;Recorded;O
575;.;O
576;Landing;B-COMPONENT
576;Gear;I-COMPONENT
576;Raising;O
576;.;O
577;Downlink;B-FUNCTION
577;Restored;O
577;(;O
577;after;O
577;0;O
577;m;O
577;2.3s;O
577;);O
577;.;O
578;Strong;B-ISSUE
578;wireless;I-ISSUE
578;interference;I-ISSUE
578;.;O
578;Please;O
578;fly;O
578;with;O
578;caution;O
578;.;O
579;GPS;B-ISSUE
579;Position;I-ISSUE
579;Mismatch;I-ISSUE
579;.;O
580;Taking;B-ACTION
580;Off;I-ACTION
580;.;O
581;Yaw;B-ISSUE
581;Error;I-ISSUE
581;.;O
582;GPS;B-ISSUE
582;Position;I-ISSUE
582;Mismatch;I-ISSUE
582;.;O
583;Battery;B-PARAMETER
583;temperature;I-PARAMETER
583;is;O
583;below;O
583;15;O
583;degrees;O
583;Celsius;O
583;.;O
583;Warm;O
583;up;O
583;the;O
583;battery;B-PARAMETER
583;temperature;I-PARAMETER
583;to;O
583;above;O
583;25;O
583;degree;O
583;Celsius;O
583;to;O
583;ensure;O
583;a;O
583;safe;O
583;flight;O
583;.;O
584;Data;B-COMPONENT
584;Recorder;I-COMPONENT
584;File;B-PARAMETER
584;Index;I-PARAMETER
584;is;O
584;4;O
584;.;O
585;Aircraft;B-COMPONENT
585;out;O
585;of;O
585;Range;O
586;GPS;B-ISSUE
586;Position;I-ISSUE
586;Mismatch;I-ISSUE
586;.;O
587;Home;B-PARAMETER
587;Point;I-PARAMETER
587;Recorded;O
587;.;O
587;RTH;B-PARAMETER
587;Altitude;I-PARAMETER
587;:;O
587;30m;O
587;.;O
588;Exited;B-ACTION
588;Visual;B-FUNCTION
588;Avoidance;I-FUNCTION
588;System;I-FUNCTION
588;.;O
589;Landing;B-COMPONENT
589;Gear;I-COMPONENT
589;Lowering;O
589;.;O
590;GPS;B-ISSUE
590;Position;I-ISSUE
590;Mismatch;I-ISSUE
590;.;O
591;Descending;B-ACTION
591;.;O
591;Exited;B-ACTION
591;Visual;B-FUNCTION
591;Avoidance;I-FUNCTION
591;System;I-FUNCTION
592;Taking;B-ACTION
592;Off;I-ACTION
592;.;O
593;GPS;B-ISSUE
593;Position;I-ISSUE
593;Mismatch;I-ISSUE
593;.;O
594;GPS;B-ISSUE
594;Position;I-ISSUE
594;Mismatch;I-ISSUE
594;.;O
595;Yaw;B-ISSUE
595;Error;I-ISSUE
595;.;O
596;Aircraft;B-COMPONENT
596;is;O
596;in;O
596;Attitude;B-STATE
596;mode;I-STATE
596;so;O
596;that;O
596;it;O
596;will;O
596;not;O
596;hover;O
596;.;O
596;Please;O
596;fly;O
596;with;O
596;caution;O
596;.;O
597;Take;O
597;off;O
597;and;O
597;retry;O
597;this;O
597;function;O
597;.;O
598;Fly;O
598;with;O
598;caution;O
598;and;O
598;ensure;O
598;the;O
598;aircraft;B-COMPONENT
598;remains;O
598;within;O
598;your;O
598;line;O
598;of;O
598;sight;O
598;.;O
599;Home;B-PARAMETER
599;Point;I-PARAMETER
599;Recorded;O
599;.;O
600;High;B-ISSUE
600;wind;I-ISSUE
600;velocity;I-ISSUE
600;.;O
600;Fly;O
600;with;O
600;caution;O
600;.;O
601;Your;O
601;palm;O
601;is;O
601;too;O
601;far;O
601;away;O
601;from;O
601;the;O
601;aircraft;B-COMPONENT
601;.;O
601;Please;O
601;step;O
601;closer;O
601;.;O
602;GPS;B-ISSUE
602;Position;I-ISSUE
602;Mismatch;I-ISSUE
602;.;O
603;Strong;B-ISSUE
603;wireless;I-ISSUE
603;interference;I-ISSUE
603;.;O
603;Please;O
603;fly;O
603;with;O
603;caution;O
603;.;O
604;Obstacle;B-FUNCTION
604;Avoidance;I-FUNCTION
604;will;O
604;be;O
604;disabled;O
604;in;O
604;landing;O
604;.;O
605;Home;B-PARAMETER
605;Point;I-PARAMETER
605;Recorded;O
605;.;O
606;Remote;B-ACTION
606;controller;I-ACTION
606;assisted;I-ACTION
606;takeoff;I-ACTION
606;initiated;O
606;.;O
607;Drag;O
607;a;O
607;box;O
607;around;O
607;or;O
607;tap;O
607;a;O
607;target;O
607;on;O
607;screen;O
607;.;O
607;Then;O
607;tap;O
607;Go;O
607;.;O
608;GPS;B-ISSUE
608;Position;I-ISSUE
608;Mismatch;I-ISSUE
608;.;O
609;Aircraft;B-COMPONENT
609;out;O
609;of;O
609;Range;O
610;GPS;B-ISSUE
610;Position;I-ISSUE
610;Mismatch;I-ISSUE
610;.;O
611;GPS;B-ISSUE
611;Position;I-ISSUE
611;Mismatch;I-ISSUE
611;.;O
612;Low;B-ISSUE
612;Power;I-ISSUE
612;.;O
612;Aircraft;B-COMPONENT
612;is;O
612;returning;O
612;to;O
612;the;O
612;Home;B-PARAMETER
612;Point;I-PARAMETER
612;.;O
613;GPS;B-ISSUE
613;Position;I-ISSUE
613;Mismatch;I-ISSUE
613;.;O
614;Taking;B-ACTION
614;Off;I-ACTION
614;.;O
615;GPS;B-ISSUE
615;Position;I-ISSUE
615;Mismatch;I-ISSUE
615;.;O
616;GPS;B-ISSUE
616;Position;I-ISSUE
616;Mismatch;I-ISSUE
616;.;O
617;Obstacle;O
617;Avoided;O
617;.;O
617;Revise;O
617;Flight;B-PARAMETER
617;Route;I-PARAMETER
618;Home;B-PARAMETER
618;Point;I-PARAMETER
618;Recorded;O
618;.;O
618;RTH;B-PARAMETER
618;Altitude;I-PARAMETER
618;:;O
618;30m;O
618;.;O
619;Your;O
619;palm;O
619;is;O
619;too;O
619;far;O
619;away;O
619;from;O
619;the;O
619;aircraft;B-COMPONENT
619;.;O
619;Please;O
619;step;O
619;closer;O
619;.;O
620;Take;O
620;off;O
620;and;O
620;retry;O
620;this;O
620;function;O
620;.;O
621;Home;B-PARAMETER
621;Point;I-PARAMETER
621;Recorded;O
621;.;O
621;RTH;B-PARAMETER
621;Altitude;I-PARAMETER
621;:;O
621;30m;O
621;.;O
622;Strong;B-ISSUE
622;wireless;I-ISSUE
622;interference;I-ISSUE
622;.;O
622;Please;O
622;fly;O
622;with;O
622;caution;O
622;.;O
623;Braking;B-ACTION
623;now;O
623;!;O
623;Return;O
623;sticks;B-COMPONENT
623;to;O
623;midpoints;O
623;first;O
623;.;O
624;Yaw;B-ISSUE
624;Error;I-ISSUE
624;.;O
625;GPS;B-ISSUE
625;Position;I-ISSUE
625;Mismatch;I-ISSUE
625;.;O
626;GPS;B-ISSUE
626;Position;I-ISSUE
626;Mismatch;I-ISSUE
626;.;O
627;Ambient;B-PARAMETER
627;Light;I-PARAMETER
627;is;O
627;too;O
627;weak;O
627;.;O
628;Can;O
628;not;O
628;switch;O
628;flight;B-PARAMETER
628;mode;I-PARAMETER
628;.;O
628;Turn;O
628;on;O
628;"""""""""";O
628;Multiple;B-FUNCTION
628;Flight;I-FUNCTION
628;Modes;I-FUNCTION
628;"""""""""";O
628;to;O
628;enable;O
628;Atti;B-STATE
628;and;O
628;Sport;B-STATE
628;Modes;I-STATE
628;.;O
629;Precision;B-FUNCTION
629;Landing;I-FUNCTION
629;.;O
629;Rectifying;B-ACTION
629;aircraft;B-COMPONENT
629;position;O
629;.;O
630;Can;O
630;not;O
630;enter;O
630;the;O
630;selected;O
630;flight;B-PARAMETER
